E1, s, i, E1--s, E2, p, E2--i, time
30, 2000, 0, 0, 50, 0, 0,0
29, 1999, 0, 1, 50, 0, 0,604.5212
29, 1998, 1, 1, 50, 0, 0,12051.48
27, 1996, 1, 3, 50, 0, 0,16798.262
29, 1997, 2, 1, 50, 0, 0,24753.855
27, 1995, 2, 3, 50, 0, 0,31908.54
29, 1996, 3, 1, 50, 0, 0,42501.54
29, 1995, 4, 1, 50, 0, 0,46099.785
29, 1995, 4, 1, 50, 0, 0,49725.273
29, 1995, 4, 1, 50, 0, 0,56946.543
29, 1993, 6, 1, 50, 0, 0,63704.258
29, 1993, 6, 1, 50, 0, 0,80511.43
29, 1993, 6, 1, 50, 0, 0,83692.875
29, 1993, 6, 1, 50, 0, 0,92975.16
29, 1993, 6, 1, 50, 0, 0,97662.48
29, 1992, 7, 1, 50, 0, 0,111867.59
29, 1992, 7, 1, 50, 0, 0,118609.19
29, 1991, 8, 1, 50, 0, 0,124034.195
29, 1989, 10, 1, 50, 0, 0,133985.58
29, 1988, 11, 1, 50, 0, 0,141312.39
29, 1988, 11, 1, 50, 0, 0,151430.11
29, 1988, 11, 1, 50, 0, 0,161383.25
29, 1987, 12, 1, 50, 0, 0,169044.3
29, 1985, 14, 1, 50, 0, 0,174264.27
29, 1983, 16, 1, 50, 0, 0,186472.7
29, 1983, 16, 1, 50, 0, 0,193296.25
27, 1981, 16, 3, 50, 0, 0,200059.05
29, 1982, 17, 1, 50, 0, 0,213609.45
29, 1981, 18, 1, 50, 0, 0,221538.56
29, 1981, 18, 1, 50, 0, 0,231661.52
29, 1980, 19, 1, 50, 0, 0,236076.02
29, 1980, 19, 1, 50, 0, 0,249799.78
29, 1980, 19, 1, 50, 0, 0,273707.34
29, 1978, 21, 1, 50, 0, 0,287942.06
29, 1978, 21, 1, 50, 0, 0,297083.2
29, 1978, 21, 1, 50, 0, 0,302065.6
29, 1977, 22, 1, 50, 0, 0,324886.03
29, 1977, 22, 1, 50, 0, 0,332479.2
29, 1976, 23, 1, 50, 0, 0,346929.7
29, 1975, 24, 1, 50, 0, 0,360718.8
29, 1975, 24, 1, 50, 0, 0,380167.22
29, 1974, 25, 1, 50, 0, 0,385881.84
29, 1973, 25, 1, 50, 1, 0,400509.03
29, 1972, 26, 1, 50, 1, 0,409017.97
29, 1970, 28, 1, 50, 1, 0,420447.88
29, 1969, 29, 1, 50, 1, 0,435745.7
29, 1967, 31, 1, 50, 1, 0,450670.13
29, 1966, 32, 1, 50, 1, 0,462412.1
29, 1966, 32, 1, 50, 1, 0,478600.16
29, 1966, 32, 1, 50, 1, 0,485049.1
29, 1965, 33, 1, 50, 1, 0,497213.28
27, 1963, 33, 3, 50, 1, 0,514014.7
29, 1965, 33, 1, 50, 1, 0,522473.1
29, 1965, 33, 1, 50, 1, 0,532153.8
29, 1963, 35, 1, 50, 1, 0,556106
29, 1963, 35, 1, 50, 1, 0,566615.06
29, 1962, 36, 1, 50, 1, 0,576060.9
29, 1961, 37, 1, 50, 1, 0,588710.9
30, 1962, 36, 0, 49, 1, 1,597552
29, 1961, 37, 1, 50, 1, 0,604771.8
29, 1961, 37, 1, 50, 1, 0,621647.7
29, 1959, 39, 1, 50, 1, 0,632400.5
29, 1959, 39, 1, 50, 1, 0,646970.56
29, 1959, 39, 1, 50, 1, 0,656844.9
29, 1959, 39, 1, 50, 1, 0,665468.8
27, 1957, 39, 3, 50, 1, 0,678107.9
29, 1958, 40, 1, 50, 1, 0,685510.8
29, 1958, 40, 1, 50, 1, 0,695567.5
29, 1957, 41, 1, 50, 1, 0,716929.06
29, 1956, 42, 1, 50, 1, 0,724483.25
29, 1956, 42, 1, 50, 1, 0,733844.7
29, 1955, 43, 1, 50, 1, 0,746691.56
29, 1955, 43, 1, 50, 1, 0,761488.25
29, 1954, 44, 1, 50, 1, 0,767775.3
29, 1954, 44, 1, 50, 1, 0,784254.8
27, 1951, 45, 3, 50, 1, 0,788669.56
30, 1954, 44, 0, 49, 1, 1,795197.4
29, 1953, 45, 1, 50, 1, 0,809042.8
29, 1952, 46, 1, 50, 1, 0,820710.4
29, 1951, 47, 1, 50, 1, 0,828839.94
29, 1951, 47, 1, 50, 1, 0,837582.4
29, 1951, 47, 1, 50, 1, 0,845435.6
29, 1951, 47, 1, 50, 1, 0,851122.56
29, 1950, 48, 1, 50, 1, 0,861354
29, 1949, 49, 1, 50, 1, 0,876189.1
29, 1949, 49, 1, 50, 1, 0,908329.9
29, 1949, 49, 1, 50, 1, 0,915781.1
29, 1948, 50, 1, 50, 1, 0,921904.56
29, 1946, 52, 1, 50, 1, 0,942740.5
29, 1946, 52, 1, 50, 1, 0,947613.1
29, 1945, 53, 1, 50, 1, 0,957896.1
29, 1944, 54, 1, 50, 1, 0,960733.75
29, 1943, 55, 1, 50, 1, 0,970733.1
29, 1943, 55, 1, 50, 1, 0,978138.94
29, 1943, 55, 1, 50, 1, 0,986073.56
29, 1943, 55, 1, 50, 1, 0,993551.44
29, 1943, 55, 1, 50, 1, 0,1004457.06
29, 1943, 55, 1, 50, 1, 0,1021400.4
29, 1943, 55, 1, 50, 1, 0,1032789.9
29, 1941, 57, 1, 50, 1, 0,1036803.75
29, 1941, 57, 1, 50, 1, 0,1046625.06
29, 1939, 59, 1, 50, 1, 0,1050593
29, 1938, 60, 1, 50, 1, 0,1067654.6
29, 1937, 61, 1, 50, 1, 0,1078217.4
29, 1936, 62, 1, 50, 1, 0,1096040.6
29, 1935, 63, 1, 50, 1, 0,1106783.3
29, 1935, 63, 1, 50, 1, 0,1118964.9
29, 1935, 63, 1, 50, 1, 0,1126686.1
29, 1934, 64, 1, 50, 1, 0,1133931
29, 1932, 66, 1, 50, 1, 0,1153277
29, 1931, 67, 1, 50, 1, 0,1161190.9
29, 1931, 67, 1, 50, 1, 0,1172547.3
29, 1931, 67, 1, 50, 1, 0,1183113.8
29, 1931, 67, 1, 50, 1, 0,1189885.4
29, 1930, 68, 1, 50, 1, 0,1207919.3
29, 1929, 69, 1, 50, 1, 0,1213475.4
29, 1928, 70, 1, 50, 1, 0,1238404.3
29, 1926, 72, 1, 50, 1, 0,1252205.4
29, 1926, 72, 1, 50, 1, 0,1260224.6
29, 1926, 72, 1, 50, 1, 0,1270670.5
29, 1925, 73, 1, 50, 1, 0,1282513.9
27, 1923, 73, 3, 50, 1, 0,1286827.6
29, 1924, 74, 1, 50, 1, 0,1295950.4
29, 1923, 75, 1, 50, 1, 0,1306377.3
29, 1921, 77, 1, 50, 1, 0,1329520.1
29, 1921, 77, 1, 50, 1, 0,1341068.9
29, 1921, 77, 1, 50, 1, 0,1347604
29, 1921, 77, 1, 50, 1, 0,1350792.1
29, 1921, 77, 1, 50, 1, 0,1364054.3
29, 1919, 79, 1, 50, 1, 0,1383522
29, 1918, 80, 1, 50, 1, 0,1387283.3
29, 1918, 80, 1, 50, 1, 0,1402153
29, 1918, 80, 1, 50, 1, 0,1413788.3
29, 1918, 80, 1, 50, 1, 0,1422944.9
29, 1916, 82, 1, 50, 1, 0,1433984.4
27, 1913, 83, 3, 50, 1, 0,1442099.5
29, 1915, 83, 1, 50, 1, 0,1451829.1
29, 1915, 83, 1, 50, 1, 0,1457104.1
29, 1914, 84, 1, 50, 1, 0,1467928
27, 1911, 85, 3, 50, 1, 0,1480421.5
29, 1913, 85, 1, 50, 1, 0,1486745.6
29, 1913, 85, 1, 50, 1, 0,1495247.5
29, 1913, 85, 1, 50, 1, 0,1502905
29, 1912, 86, 1, 50, 1, 0,1517589.5
29, 1912, 86, 1, 50, 1, 0,1527777
29, 1912, 86, 1, 50, 1, 0,1534330.6
29, 1912, 86, 1, 50, 1, 0,1545375.6
29, 1912, 86, 1, 50, 1, 0,1554635.9
29, 1911, 87, 1, 50, 1, 0,1563846
29, 1911, 87, 1, 50, 1, 0,1572541.8
29, 1910, 88, 1, 50, 1, 0,1574961.3
29, 1910, 88, 1, 50, 1, 0,1596931.5
29, 1910, 88, 1, 50, 1, 0,1608354.6
29, 1909, 89, 1, 50, 1, 0,1624996.3
29, 1909, 89, 1, 50, 1, 0,1643075.1
29, 1908, 90, 1, 50, 1, 0,1653576.8
29, 1906, 92, 1, 50, 1, 0,1666462.3
29, 1905, 93, 1, 50, 1, 0,1673565.8
29, 1905, 93, 1, 50, 1, 0,1684159.4
29, 1903, 95, 1, 50, 1, 0,1706976.5
29, 1903, 95, 1, 50, 1, 0,1721343.3
27, 1901, 95, 3, 50, 1, 0,1724773
29, 1902, 96, 1, 50, 1, 0,1735343.3
29, 1901, 97, 1, 50, 1, 0,1752544.6
29, 1901, 97, 1, 50, 1, 0,1765316.6
29, 1901, 97, 1, 50, 1, 0,1774232
29, 1901, 97, 1, 50, 1, 0,1782864
29, 1900, 98, 1, 50, 1, 0,1790260.6
27, 1897, 99, 3, 50, 1, 0,1803387.9
29, 1898, 100, 1, 50, 1, 0,1816030.9
29, 1898, 100, 1, 50, 1, 0,1827598.8
29, 1898, 100, 1, 50, 1, 0,1848430.6
29, 1898, 100, 1, 50, 1, 0,1861628.1
27, 1896, 100, 3, 50, 1, 0,1867664.8
29, 1897, 101, 1, 50, 1, 0,1881498.3
29, 1897, 101, 1, 50, 1, 0,1891208.3
29, 1896, 102, 1, 50, 1, 0,1901983
29, 1895, 103, 1, 50, 1, 0,1908456.4
29, 1894, 104, 1, 50, 1, 0,1918978.6
29, 1894, 104, 1, 50, 1, 0,1926254.3
29, 1894, 104, 1, 50, 1, 0,1935517.4
29, 1893, 105, 1, 50, 1, 0,1951248.8
29, 1892, 106, 1, 50, 1, 0,1969898.9
29, 1892, 106, 1, 50, 1, 0,1975255.6
29, 1892, 106, 1, 50, 1, 0,1984875
29, 1892, 106, 1, 50, 1, 0,1990884.9
29, 1892, 106, 1, 50, 1, 0,2004233.9
29, 1892, 106, 1, 50, 1, 0,2016394
29, 1892, 106, 1, 50, 1, 0,2028635
29, 1892, 106, 1, 50, 1, 0,2037500.6
29, 1892, 106, 1, 50, 1, 0,2050900.5
29, 1889, 109, 1, 50, 1, 0,2077401.4
29, 1888, 110, 1, 50, 1, 0,2093442.4
29, 1887, 111, 1, 50, 1, 0,2102913.5
29, 1887, 111, 1, 50, 1, 0,2108459.3
29, 1887, 111, 1, 50, 1, 0,2117234.3
29, 1887, 111, 1, 50, 1, 0,2133973.8
28, 1885, 111, 2, 49, 1, 1,2143495.3
29, 1885, 113, 1, 50, 1, 0,2145806.8
29, 1884, 114, 1, 50, 1, 0,2151441.8
29, 1883, 115, 1, 50, 1, 0,2160992
29, 1883, 115, 1, 50, 1, 0,2167130.5
29, 1882, 116, 1, 50, 1, 0,2176212.8
28, 1881, 115, 2, 49, 1, 1,2183444
28, 1880, 116, 2, 49, 1, 1,2187270.3
29, 1881, 117, 1, 50, 1, 0,2195932
29, 1881, 117, 1, 50, 1, 0,2222074.3
29, 1878, 120, 1, 50, 1, 0,2235369.3
27, 1875, 121, 3, 50, 1, 0,2250964
29, 1874, 124, 1, 50, 1, 0,2265341.8
29, 1873, 125, 1, 50, 1, 0,2273929.5
29, 1873, 125, 1, 50, 1, 0,2289666.8
29, 1873, 125, 1, 50, 1, 0,2299734.3
29, 1872, 126, 1, 50, 1, 0,2309586
29, 1871, 127, 1, 50, 1, 0,2322375.8
29, 1869, 129, 1, 50, 1, 0,2332795.8
29, 1869, 129, 1, 50, 1, 0,2339926.3
29, 1867, 131, 1, 50, 1, 0,2350654.5
29, 1867, 131, 1, 50, 1, 0,2360138.3
29, 1867, 131, 1, 50, 1, 0,2378651.3
29, 1867, 131, 1, 50, 1, 0,2390757.8
29, 1866, 132, 1, 50, 1, 0,2396354.3
29, 1866, 132, 1, 50, 1, 0,2409294.3
29, 1866, 131, 1, 50, 2, 0,2424468.3
29, 1866, 131, 1, 50, 2, 0,2432656.8
29, 1866, 131, 1, 50, 2, 0,2444795
28, 1865, 130, 2, 49, 2, 1,2458822.5
29, 1866, 131, 1, 50, 2, 0,2462550.5
29, 1865, 132, 1, 50, 2, 0,2469474
27, 1863, 132, 3, 50, 2, 0,2483775.5
29, 1865, 132, 1, 50, 2, 0,2493969.8
29, 1865, 132, 1, 50, 2, 0,2512018.3
29, 1863, 134, 1, 50, 2, 0,2518971.8
29, 1863, 134, 1, 50, 2, 0,2540528.8
30, 1864, 133, 0, 49, 2, 1,2549943.3
28, 1862, 133, 2, 49, 2, 1,2559931.8
29, 1863, 134, 1, 50, 2, 0,2579868.8
29, 1862, 135, 1, 50, 2, 0,2593602.3
29, 1862, 134, 1, 50, 3, 0,2603084
29, 1862, 134, 1, 50, 3, 0,2618941.3
29, 1861, 135, 1, 50, 3, 0,2631372.3
29, 1861, 135, 1, 50, 3, 0,2638504.8
29, 1859, 137, 1, 50, 3, 0,2646641.3
30, 1860, 136, 0, 49, 3, 1,2658100.5
29, 1859, 137, 1, 50, 3, 0,2670808.5
29, 1859, 137, 1, 50, 3, 0,2675230
29, 1859, 137, 1, 50, 3, 0,2684244
30, 1860, 136, 0, 49, 3, 1,2702966.5
29, 1859, 137, 1, 50, 3, 0,2708823.5
27, 1857, 137, 3, 50, 3, 0,2717448.8
29, 1858, 138, 1, 50, 3, 0,2730129.5
29, 1857, 139, 1, 50, 3, 0,2741832
29, 1857, 139, 1, 50, 3, 0,2755273.8
29, 1857, 139, 1, 50, 3, 0,2767696
29, 1857, 139, 1, 50, 3, 0,2779961
29, 1855, 141, 1, 50, 3, 0,2797783.3
29, 1854, 142, 1, 50, 3, 0,2804002.5
29, 1854, 142, 1, 50, 3, 0,2812583.8
29, 1853, 143, 1, 50, 3, 0,2827549.3
29, 1853, 143, 1, 50, 3, 0,2843045.3
29, 1853, 143, 1, 50, 3, 0,2851611.5
30, 1854, 142, 0, 49, 3, 1,2859555
29, 1852, 144, 1, 50, 3, 0,2874550.5
29, 1852, 144, 1, 50, 3, 0,2879836.3
29, 1852, 144, 1, 50, 3, 0,2891262.3
29, 1852, 144, 1, 50, 3, 0,2911630.3
29, 1851, 145, 1, 50, 3, 0,2917714
29, 1851, 145, 1, 50, 3, 0,2925590.8
30, 1852, 144, 0, 49, 3, 1,2930130
30, 1851, 145, 0, 49, 3, 1,2955468.8
29, 1850, 146, 1, 50, 3, 0,2964029.3
29, 1850, 146, 1, 50, 3, 0,2975628.3
29, 1849, 147, 1, 50, 3, 0,2995058.5
29, 1849, 147, 1, 50, 3, 0,3002652
29, 1849, 147, 1, 50, 3, 0,3017847.5
27, 1845, 149, 3, 50, 3, 0,3021931.8
29, 1847, 149, 1, 50, 3, 0,3031930
29, 1847, 149, 1, 50, 3, 0,3041070
29, 1847, 149, 1, 50, 3, 0,3044826.5
29, 1847, 149, 1, 50, 3, 0,3053163.8
29, 1847, 149, 1, 50, 3, 0,3064467.3
29, 1846, 150, 1, 50, 3, 0,3078015.5
29, 1846, 150, 1, 50, 3, 0,3087037.3
29, 1845, 151, 1, 50, 3, 0,3094250.3
29, 1845, 151, 1, 50, 3, 0,3113502.3
29, 1844, 152, 1, 50, 3, 0,3131337
29, 1843, 153, 1, 50, 3, 0,3149319
29, 1843, 153, 1, 50, 3, 0,3153935
30, 1843, 153, 0, 49, 3, 1,3169903.8
29, 1842, 154, 1, 50, 3, 0,3181264.5
29, 1842, 154, 1, 50, 3, 0,3185206.5
29, 1841, 155, 1, 50, 3, 0,3195816
29, 1841, 155, 1, 50, 3, 0,3215128.5
29, 1841, 155, 1, 50, 3, 0,3230101
30, 1841, 155, 0, 49, 3, 1,3240712
29, 1840, 156, 1, 50, 3, 0,3253069
29, 1839, 157, 1, 50, 3, 0,3256515.5
29, 1838, 158, 1, 50, 3, 0,3264509.8
29, 1838, 158, 1, 50, 3, 0,3273582.8
29, 1837, 159, 1, 50, 3, 0,3291856
29, 1837, 159, 1, 50, 3, 0,3301774
29, 1837, 159, 1, 50, 3, 0,3308726.8
29, 1837, 158, 1, 50, 4, 0,3321652.8
29, 1836, 159, 1, 50, 4, 0,3337400.3
29, 1836, 159, 1, 50, 4, 0,3342919
29, 1836, 159, 1, 50, 4, 0,3353997.8
29, 1835, 160, 1, 50, 4, 0,3359880.5
29, 1835, 160, 1, 50, 4, 0,3367838.8
29, 1835, 160, 1, 50, 4, 0,3380048.8
29, 1834, 161, 1, 50, 4, 0,3390350.3
29, 1834, 161, 1, 50, 4, 0,3402446
29, 1834, 161, 1, 50, 4, 0,3409926.3
29, 1833, 162, 1, 50, 4, 0,3427043.5
29, 1833, 162, 1, 50, 4, 0,3431534.3
29, 1833, 162, 1, 50, 4, 0,3442633.5
27, 1831, 162, 3, 50, 4, 0,3451601.3
29, 1832, 163, 1, 50, 4, 0,3456751.8
30, 1833, 161, 0, 49, 5, 1,3468102.3
29, 1832, 162, 1, 50, 5, 0,3479947
29, 1832, 162, 1, 50, 5, 0,3489839.3
29, 1832, 162, 1, 50, 5, 0,3496961.5
29, 1832, 161, 1, 50, 6, 0,3506350.8
30, 1832, 161, 0, 49, 6, 1,3515029
29, 1830, 163, 1, 50, 6, 0,3523620.8
29, 1830, 163, 1, 50, 6, 0,3533369
30, 1829, 164, 0, 49, 6, 1,3548582.3
30, 1829, 163, 0, 49, 7, 1,3557628
29, 1827, 165, 1, 50, 7, 0,3565050.5
29, 1827, 165, 1, 50, 7, 0,3579188.3
29, 1827, 164, 1, 50, 8, 0,3596407.5
29, 1826, 165, 1, 50, 8, 0,3610757
29, 1826, 165, 1, 50, 8, 0,3616007.3
30, 1826, 165, 0, 49, 8, 1,3635559
29, 1824, 167, 1, 50, 8, 0,3652216.8
29, 1824, 166, 1, 50, 9, 0,3669459.5
29, 1823, 167, 1, 50, 9, 0,3677294.8
29, 1823, 167, 1, 50, 9, 0,3691338.8
30, 1823, 167, 0, 49, 9, 1,3703422.5
29, 1821, 169, 1, 50, 9, 0,3713267.3
29, 1820, 170, 1, 50, 9, 0,3737278.3
29, 1820, 170, 1, 50, 9, 0,3746611.3
30, 1821, 169, 0, 49, 9, 1,3763114.3
29, 1820, 170, 1, 50, 9, 0,3776761.5
29, 1819, 171, 1, 50, 9, 0,3790434
29, 1818, 172, 1, 50, 9, 0,3795726.8
29, 1817, 173, 1, 50, 9, 0,3817780.5
29, 1816, 174, 1, 50, 9, 0,3827784.8
30, 1817, 173, 0, 49, 9, 1,3840056.8
29, 1816, 174, 1, 50, 9, 0,3854563.3
29, 1816, 174, 1, 50, 9, 0,3866960.8
29, 1816, 174, 1, 50, 9, 0,3884081
29, 1816, 174, 1, 50, 9, 0,3895686.3
29, 1815, 175, 1, 50, 9, 0,3909742.5
29, 1815, 175, 1, 50, 9, 0,3924401.8
29, 1814, 176, 1, 50, 9, 0,3935804.8
29, 1813, 177, 1, 50, 9, 0,3954947.3
29, 1813, 177, 1, 50, 9, 0,3963463.8
29, 1812, 178, 1, 50, 9, 0,3983307.8
29, 1812, 178, 1, 50, 9, 0,3996401.5
29, 1812, 178, 1, 50, 9, 0,4008521.5
29, 1811, 179, 1, 50, 9, 0,4016927.5
29, 1811, 179, 1, 50, 9, 0,4029032
29, 1811, 179, 1, 50, 9, 0,4042855.8
29, 1811, 179, 1, 50, 9, 0,4053204
29, 1810, 179, 1, 50, 10, 0,4072857.5
29, 1810, 179, 1, 50, 10, 0,4082726
30, 1811, 178, 0, 49, 10, 1,4090623.3
29, 1810, 179, 1, 50, 10, 0,4096440
29, 1810, 179, 1, 50, 10, 0,4104569.3
29, 1809, 179, 1, 50, 11, 0,4113528.3
29, 1808, 180, 1, 50, 11, 0,4129509.5
29, 1808, 180, 1, 50, 11, 0,4133116.5
29, 1807, 181, 1, 50, 11, 0,4149238
29, 1807, 181, 1, 50, 11, 0,4169012.3
29, 1807, 181, 1, 50, 11, 0,4175608
29, 1807, 181, 1, 50, 11, 0,4198204
29, 1807, 181, 1, 50, 11, 0,4213492.5
29, 1807, 181, 1, 50, 11, 0,4226142.5
29, 1807, 181, 1, 50, 11, 0,4245369.5
29, 1806, 182, 1, 50, 11, 0,4258055
29, 1805, 183, 1, 50, 11, 0,4267497
29, 1805, 183, 1, 50, 11, 0,4276521
29, 1805, 183, 1, 50, 11, 0,4282192.5
29, 1805, 183, 1, 50, 11, 0,4297699.5
29, 1805, 183, 1, 50, 11, 0,4313836
27, 1803, 183, 3, 50, 11, 0,4325115.5
30, 1806, 182, 0, 49, 11, 1,4328793
29, 1805, 183, 1, 50, 11, 0,4340849.5
29, 1805, 183, 1, 50, 11, 0,4345761.5
29, 1805, 183, 1, 50, 11, 0,4352545.5
29, 1805, 183, 1, 50, 11, 0,4377106
29, 1804, 184, 1, 50, 11, 0,4385904
29, 1804, 184, 1, 50, 11, 0,4396308
29, 1803, 185, 1, 50, 11, 0,4421251
29, 1803, 185, 1, 50, 11, 0,4434501
29, 1803, 185, 1, 50, 11, 0,4443096
29, 1802, 186, 1, 50, 11, 0,4452101
29, 1802, 186, 1, 50, 11, 0,4460193.5
29, 1799, 189, 1, 50, 11, 0,4467600.5
29, 1799, 189, 1, 50, 11, 0,4479781
27, 1797, 189, 3, 50, 11, 0,4485637
30, 1800, 188, 0, 49, 11, 1,4487629
29, 1799, 188, 1, 50, 12, 0,4495425
30, 1800, 187, 0, 49, 12, 1,4507261
29, 1799, 187, 1, 50, 13, 0,4526297.5
29, 1799, 187, 1, 50, 13, 0,4533336
29, 1798, 188, 1, 50, 13, 0,4546138
29, 1798, 188, 1, 50, 13, 0,4564839.5
29, 1798, 188, 1, 50, 13, 0,4576943
30, 1799, 187, 0, 49, 13, 1,4590571.5
27, 1795, 189, 3, 50, 13, 0,4604028
29, 1796, 190, 1, 50, 13, 0,4610238.5
29, 1796, 190, 1, 50, 13, 0,4619096
28, 1795, 189, 2, 49, 13, 1,4626466
29, 1796, 190, 1, 50, 13, 0,4634651
29, 1796, 190, 1, 50, 13, 0,4653061.5
29, 1796, 190, 1, 50, 13, 0,4661531
29, 1796, 190, 1, 50, 13, 0,4684774.5
29, 1795, 191, 1, 50, 13, 0,4698017
29, 1793, 193, 1, 50, 13, 0,4704137.5
29, 1793, 193, 1, 50, 13, 0,4714125.5
29, 1793, 193, 1, 50, 13, 0,4722877
29, 1792, 194, 1, 50, 13, 0,4730477.5
29, 1792, 194, 1, 50, 13, 0,4740079.5
29, 1791, 195, 1, 50, 13, 0,4743899
29, 1791, 195, 1, 50, 13, 0,4759488.5
29, 1791, 195, 1, 50, 13, 0,4769021
29, 1791, 195, 1, 50, 13, 0,4772412
29, 1791, 195, 1, 50, 13, 0,4790536
29, 1790, 196, 1, 50, 13, 0,4797413
29, 1790, 196, 1, 50, 13, 0,4809108
29, 1790, 196, 1, 50, 13, 0,4825087
29, 1790, 196, 1, 50, 13, 0,4837879
29, 1790, 196, 1, 50, 13, 0,4857858
27, 1787, 197, 3, 50, 13, 0,4874548.5
30, 1789, 197, 0, 49, 13, 1,4889019
29, 1786, 200, 1, 50, 13, 0,4894228.5
29, 1785, 200, 1, 50, 14, 0,4900827
29, 1784, 201, 1, 50, 14, 0,4923920
29, 1783, 202, 1, 50, 14, 0,4928349
29, 1783, 202, 1, 50, 14, 0,4934094.5
30, 1784, 201, 0, 49, 14, 1,4940810.5
29, 1783, 201, 1, 50, 15, 0,4947085.5
30, 1783, 201, 0, 49, 15, 1,4953465.5
29, 1782, 202, 1, 50, 15, 0,4965849.5
29, 1782, 202, 1, 50, 15, 0,4973439
29, 1782, 201, 1, 50, 16, 0,4992163.5
29, 1782, 201, 1, 50, 16, 0,4998495.5
29, 1782, 201, 1, 50, 16, 0,5015377.5
30, 1783, 200, 0, 49, 16, 1,5022283
29, 1781, 202, 1, 50, 16, 0,5036189.5
29, 1780, 203, 1, 50, 16, 0,5046753
30, 1781, 202, 0, 49, 16, 1,5062268.5
29, 1780, 203, 1, 50, 16, 0,5086534.5
29, 1780, 203, 1, 50, 16, 0,5098018
30, 1780, 203, 0, 49, 16, 1,5107393.5
29, 1779, 204, 1, 50, 16, 0,5127607
29, 1779, 204, 1, 50, 16, 0,5137110.5
29, 1778, 205, 1, 50, 16, 0,5142798.5
29, 1778, 205, 1, 50, 16, 0,5164838.5
27, 1776, 205, 3, 50, 16, 0,5173420
29, 1777, 206, 1, 50, 16, 0,5182203
29, 1777, 206, 1, 50, 16, 0,5193883
29, 1777, 206, 1, 50, 16, 0,5200325
29, 1777, 206, 1, 50, 16, 0,5206134.5
30, 1777, 206, 0, 49, 16, 1,5225712
30, 1776, 206, 0, 49, 17, 1,5231316
29, 1774, 207, 1, 50, 18, 0,5244716.5
29, 1773, 208, 1, 50, 18, 0,5256814
29, 1773, 208, 1, 50, 18, 0,5270642.5
29, 1772, 209, 1, 50, 18, 0,5278717
29, 1771, 210, 1, 50, 18, 0,5292742.5
29, 1770, 211, 1, 50, 18, 0,5307796.5
29, 1769, 212, 1, 50, 18, 0,5324404.5
29, 1769, 212, 1, 50, 18, 0,5335906
29, 1768, 213, 1, 50, 18, 0,5342801
27, 1766, 213, 3, 50, 18, 0,5354636.5
30, 1768, 213, 0, 49, 18, 1,5363360
29, 1767, 214, 1, 50, 18, 0,5369136.5
29, 1767, 214, 1, 50, 18, 0,5380410.5
29, 1767, 214, 1, 50, 18, 0,5384803
29, 1766, 215, 1, 50, 18, 0,5397028
29, 1766, 215, 1, 50, 18, 0,5408184
29, 1766, 214, 1, 50, 19, 0,5423454.5
30, 1767, 213, 0, 49, 19, 1,5436707.5
29, 1766, 214, 1, 50, 19, 0,5456337.5
29, 1766, 214, 1, 50, 19, 0,5475732
29, 1765, 215, 1, 50, 19, 0,5489565.5
29, 1764, 216, 1, 50, 19, 0,5506682.5
29, 1762, 218, 1, 50, 19, 0,5518783.5
28, 1761, 217, 2, 49, 19, 1,5531585
29, 1762, 218, 1, 50, 19, 0,5547958
29, 1762, 218, 1, 50, 19, 0,5561782.5
29, 1762, 218, 1, 50, 19, 0,5570451.5
29, 1761, 219, 1, 50, 19, 0,5575153.5
29, 1760, 220, 1, 50, 19, 0,5584078
29, 1759, 221, 1, 50, 19, 0,5595006.5
29, 1758, 222, 1, 50, 19, 0,5615817.5
30, 1758, 222, 0, 49, 19, 1,5625069.5
29, 1757, 223, 1, 50, 19, 0,5630321.5
29, 1757, 223, 1, 50, 19, 0,5638687
29, 1757, 223, 1, 50, 19, 0,5652091.5
29, 1757, 223, 1, 50, 19, 0,5658806.5
29, 1756, 224, 1, 50, 19, 0,5671011.5
29, 1753, 227, 1, 50, 19, 0,5683451
29, 1753, 227, 1, 50, 19, 0,5694623.5
29, 1753, 227, 1, 50, 19, 0,5703634
28, 1752, 226, 2, 49, 19, 1,5716227
29, 1752, 228, 1, 50, 19, 0,5733825
29, 1752, 227, 1, 50, 20, 0,5753717.5
29, 1752, 227, 1, 50, 20, 0,5772113
30, 1753, 226, 0, 49, 20, 1,5780645
29, 1751, 228, 1, 50, 20, 0,5790024
29, 1751, 228, 1, 50, 20, 0,5803222
27, 1749, 228, 3, 50, 20, 0,5817842
29, 1751, 228, 1, 50, 20, 0,5835195.5
29, 1751, 228, 1, 50, 20, 0,5843363
29, 1749, 230, 1, 50, 20, 0,5852342.5
29, 1746, 233, 1, 50, 20, 0,5870377
29, 1746, 233, 1, 50, 20, 0,5879046
30, 1747, 232, 0, 49, 20, 1,5886559
29, 1746, 233, 1, 50, 20, 0,5892945.5
29, 1745, 234, 1, 50, 20, 0,5899302
29, 1745, 234, 1, 50, 20, 0,5904896
29, 1745, 234, 1, 50, 20, 0,5917653
29, 1745, 234, 1, 50, 20, 0,5926325
29, 1745, 234, 1, 50, 20, 0,5941184
29, 1745, 233, 1, 50, 21, 0,5960596
29, 1745, 233, 1, 50, 21, 0,5968503
29, 1745, 233, 1, 50, 21, 0,5979393.5
29, 1745, 233, 1, 50, 21, 0,5993613.5
29, 1745, 233, 1, 50, 21, 0,6006021.5
